"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"301"	96301404	"I live with roommates."	"$500-$700"	"$100-$150"	"$700-$800"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"302"	96301414	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"Yes"	"Yes"	"Yes"	"Yes"	"Daily"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	NA
"303"	96301419	"I live alone."	"$900-$1100"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"304"	96301432	"I live alone."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"305"	96301449	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$500-$600"	"More than $400"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"306"	96301457	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"307"	96301459	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"Less than $100"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"308"	96301472	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"Less than $100"	"$100-$200"	"$100-$150"	"No"	"No"	"No"	"Yes"	"Never"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"309"	96301484	"I live alone."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"Less than $200"	"I don't spend any money on transportation."	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"A few times a month"	"International"	""	""	"Some secondary school education"	"Black"	"Cisgender man"
"310"	96301494	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"311"	96301505	"I live with roommates."	"$700-$900"	"Less than $50"	"$500-$600"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"312"	96301512	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"313"	96301544	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"A few times a month"	"International"	""	""	"Master's degree"	"Black"	NA
"314"	96301548	"I live alone."	"$900-$1100"	"$100-$150"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"315"	96301561	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"More than $1000"	"$100-$200"	"$200-$300"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"316"	96301599	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$300-$400"	"$200-$300"	"Less than $100"	"$100-$150"	"Yes"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"317"	96301601	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$400-$500"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"318"	96301607	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Master's degree"	"White"	"Cisgender man"
"319"	96301636	"I live alone."	"More than $1300"	"$50-$100"	"Less than $200"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"320"	96301639	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"321"	96301643	"I live alone."	"More than $1300"	"More than $150"	"$200-$300"	"$200-$300"	"$300-$400"	"$50-$100"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	"Other"	"Bachelor's degree"	"Black"	NA
"322"	96301666	"I live with my spouse/partner."	"Less than $500"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"323"	96301670	"I live with roommates."	"$500-$700"	"$100-$150"	"$500-$600"	"Less than $100"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"324"	96301680	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"325"	96301748	"I live alone."	"$900-$1100"	"More than $150"	"$300-$400"	"$300-$400"	"I don't spend any money on health-related fees."	"More than $200"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"326"	96301751	"I live with roommates."	"$900-$1100"	"I don't spend any money on utilities."	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"327"	96301758	"I live with roommates."	"$500-$700"	"I don't spend any money on utilities."	"$300-$400"	"More than $400"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"328"	96301766	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Primary school education"	"Asian"	"Cisgender woman"
"329"	96301769	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"330"	96301772	"I live with my spouse/partner."	"$900-$1100"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"A few times a month"	"A few times a month"	"International"	""	"Other"	"Bachelor's degree"	"Black"	NA
"331"	96301773	"I live with my spouse/partner."	"Less than $500"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"No"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"332"	96301813	"I live alone."	"$700-$900"	"$50-$100"	"$500-$600"	"$200-$300"	"$100-$200"	"$100-$150"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"333"	96301816	"I live alone."	"$1100-$1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"334"	96301821	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"More than $400"	"More than $500"	"More than $200"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"335"	96301842	"I live alone."	"$1100-$1300"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"336"	96301847	"I live with roommates."	"$900-$1100"	"$100-$150"	"$300-$400"	"$200-$300"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"337"	96301860	"I live alone."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"338"	96301870	"Other"	"$500-$700"	"I don't spend any money on utilities."	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"339"	96301879	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$700-$800"	"$300-$400"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"340"	96301891	"I live with roommates."	"$500-$700"	"$100-$150"	"$400-$500"	"$300-$400"	"$200-$300"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a month"	"International"	""	"Other"	"Some secondary school education"	"Hispanic or Latino"	NA
"341"	96301902	"I live with my parents/guardians."	"Less than $500"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"342"	96301912	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"A few times a week"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"343"	96301914	"I live with roommates."	"$500-$700"	"$100-$150"	"Less than $200"	"$200-$300"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"344"	96301934	"I live with my spouse/partner."	"I don't spend any money on rent."	"$100-$150"	"$600-$700"	"$200-$300"	"More than $500"	"$50-$100"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"345"	96301941	"I live with roommates."	"$700-$900"	"Less than $50"	"$200-$300"	"Less than $100"	"Less than $100"	"$100-$150"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"346"	96301946	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"347"	96301948	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"Other BIPOC"	"Cisgender woman"
"348"	96301951	"I live with roommates."	"$1100-$1300"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Hispanic or Latino"	"Cisgender woman"
"349"	96301968	"I live with roommates."	"$1100-$1300"	"$100-$150"	"$500-$600"	"$200-$300"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	"Other"	""	"Some secondary school education"	"Middle Eastern"	"Cisgender man"
"350"	96301971	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"351"	96301985	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	"International"	""	""	"Some secondary school education"	"Asian"	"Cisgender man"
"352"	96302012	"I live with roommates."	"$500-$700"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender man"
"353"	96302020	"I live with roommates."	"$700-$900"	"I don't spend any money on utilities."	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"No"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender man"
"354"	96302024	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$900-$1000"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"International"	"Other"	""	"Associate's degree"	NA	"Cisgender woman"
"355"	96302033	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"356"	96302037	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	""	"Yes"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"357"	96302040	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"Less than $100"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"Yes"	"Yes"	"A few times a week"	"Never"	"International"	""	""	"Some secondary school education"	"Black"	"Cisgender man"
"358"	96302049	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$200-$300"	"More than $400"	"$100-$200"	"Less than $50"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Primary school education"	"Black"	"Cisgender woman"
"359"	96302057	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"360"	96302070	"I live alone."	"$900-$1100"	"More than $150"	"$400-$500"	"$100-$200"	"$300-$400"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"361"	96302105	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"362"	96302116	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"363"	96302123	"I live with roommates."	"$500-$700"	"$100-$150"	"$300-$400"	"Less than $100"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Daily"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"364"	96302126	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	NA
"365"	96302132	"I live with roommates."	"Less than $500"	"$50-$100"	"$300-$400"	"$200-$300"	"$100-$200"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"International"	""	"Other"	"Master's degree"	"Asian"	NA
"366"	96302134	"I live alone."	"More than $1300"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"367"	96302138	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"368"	96302145	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"369"	96302161	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"$200-$300"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a week"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"370"	96302178	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"371"	96302181	"I live with roommates."	"$1100-$1300"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"372"	96302187	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"A few times a week"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"373"	96302191	"I live alone."	"$500-$700"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"374"	96302194	"I live alone."	"$700-$900"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"Daily"	"International"	""	""	"No education"	"Asian"	"Cisgender woman"
"375"	96302195	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$100-$200"	"$200-$300"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"A few times a week"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	NA
"376"	96302198	"I live with my spouse/partner."	"Less than $500"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"377"	96302206	"I live alone."	"Less than $500"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"378"	96302208	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"$200-$300"	"$100-$200"	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
