"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"31429"	"1.38"	"2019-2020"	"4th"	NA	"$34,055"	NA	NA	"$2,626"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"17702"	"0.78"	"2021-2022"	"1st"	"As stated on offer letter; as TA"	NA	"$21,780"	NA	"$4,078"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"24942"	"1.09"	"2020-2021"	"1st"	NA	"$29,042"	NA	NA	"$4,100"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"28500"	"1.25"	"2021-2022"	"1st"	NA	"$33,000"	NA	NA	"$4,500"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"25920"	"1.14"	"2022-2023"	"4th"	NA	"$30,000"	NA	NA	"$4,080"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"North Carolina State University"	"Computer Science"	"19292"	"0.85"	"2022-2023"	"1st"	NA	NA	"$23,400"	NA	"$4,108"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"31640"	"1.10"	"2016-2017"	"1st"	NA	"$31,920"	NA	NA	"$280"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"33265"	"1.16"	"2018-2019"	"1st"	"Health care fees waived, using parent&#39;s health insurance. Would not have been able to afford <span class=\"\"truncated\"\"> upfront apartment rental costs without financial help from parents.</span>"	"$33,547"	NA	NA	"$282"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"39745"	"1.39"	"2020-2021"	"5th"	"The pay is after PhD candidacy. It would be 37K before candidacy."	"$40,000"	NA	NA	"$255"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"39650"	"1.38"	"2020-2021"	"6th and up"	NA	"$40,000"	NA	NA	"$350"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"42750"	"1.49"	"2021-2022"	"4th"	NA	"$43,000"	NA	NA	"$250"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"40495"	"1.41"	"2022-2023"	"1st"	"$5k conference travel grant not included. Student health insurance fully covered"	"$41,120"	NA	NA	"$625"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"33040"	"1.15"	"2018-2019"	"1st"	NA	"$33,547"	NA	NA	"$507"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"37929"	"1.32"	"2020-2021"	"3rd"	NA	"$38,448"	NA	NA	"$519"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northeastern University"	"Computer Science"	"39628"	"1.38"	"2021-2022"	"4th"	"Includes candidacy pay."	"$40,000"	NA	NA	"$372"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Northwestern University"	"Computer Science"	"32344"	"1.33"	"2018-2019"	"2nd"	NA	"$32,844"	NA	NA	"$500"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Computer Science"	"Engineering and Computing"	"Northwestern University"	"Computer Science"	"32360"	"1.33"	"2019-2020"	"4th"	NA	"$32,760"	NA	NA	"$400"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Computer Science"	"Engineering and Computing"	"Old Dominion University"	"Computer Science"	"19000"	"0.72"	"2016-2017"	"1st"	NA	"$19,000"	NA	NA	NA	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Old Dominion University"	"Computer Science"	"16700"	"0.63"	"2018-2019"	"1st"	NA	"$19,100"	NA	NA	"$2,400"	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Old Dominion University"	"Computer Science"	"20700"	"0.78"	"2020-2021"	"3rd"	NA	"$22,900"	NA	NA	"$2,200"	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Old Dominion University"	"Computer Science"	"18900"	"0.71"	"2019-2020"	"2nd"	NA	"$21,100"	NA	NA	"$2,200"	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Old Dominion University"	"Computer Science"	"18000"	"0.68"	"2021-2022"	"1st"	NA	"$18,000"	NA	NA	NA	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Oregon State University"	"Computer Science"	"24600"	"1.18"	"2020-2021"	"1st"	NA	"$24,600"	NA	NA	NA	"Oregon State University"	"Corvallis, OR"	"Corvallis, OR"	139	38500.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Oregon State University"	"Computer Science"	"25500"	"1.22"	"2020-2021"	"1st"	"Benefits cover the tuition for the 12 credits per term that Graduate Assistants must register for <span class=\"\"truncated\"\"> and 90% of the mandatory university fees; however, you are responsible for paying any remaining university fees. Oregon State University pays for 90% of the premium for health insurance coverage (including dependents) plus 50% of the administration fee.</span>"	"$25,500"	NA	NA	NA	"Oregon State University"	"Corvallis, OR"	"Corvallis, OR"	139	38500.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Oregon State University"	"Computer Science"	"25200"	"1.21"	"2021-2022"	"1st"	NA	"$25,200"	NA	NA	NA	"Oregon State University"	"Corvallis, OR"	"Corvallis, OR"	139	38500.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Computer Science"	"21900"	"1.04"	"2017-2018"	"2nd"	NA	NA	"$17,500"	"$6,300"	"$1,900"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Computer Science"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Computer Science"	"18030"	"0.85"	"2020-2021"	"1st"	NA	NA	"$20,000"	NA	"$1,970"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Computer Science"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Computer Science"	"28142"	"1.33"	"2021-2022"	"1st"	NA	NA	"$21,293"	"$7,097"	"$248"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Computer Science"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Computer Science"	"17188"	"0.81"	"2021-2022"	"2nd"	NA	NA	"$19,188"	NA	"$2,000"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Computer Science"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Computer Science"	"19174"	"0.91"	"2022-2023"	"1st"	NA	NA	"$19,874"	NA	"$700"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"25975"	"1.14"	"2017-2018"	"4th"	NA	"$28,975"	NA	NA	"$3,000"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"22500"	"0.99"	"2018-2019"	"2nd"	NA	NA	"$22,500"	NA	NA	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"28860"	"1.27"	"2018-2019"	"5th"	NA	NA	"$23,000"	"$8,500"	"$2,640"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"20560"	"0.90"	"2020-2021"	"2nd"	NA	NA	"$23,500"	NA	"$2,940"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"28700"	"1.26"	"2022-2023"	"1st"	NA	NA	"$24,450"	"$7,323"	"$3,073"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rensselaer Polytechnic Institute"	"Computer Science"	"28773"	"1.26"	"2022-2023"	"1st"	NA	"$31,773"	NA	NA	"$3,000"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rice University"	"Computer Science"	"27500"	"1.26"	"2022-2023"	"1st"	NA	NA	"$27,500"	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rochester Institute of Technology"	"Computer Science"	"18500"	"0.87"	"2018-2019"	"1st"	NA	"$20,000"	NA	NA	"$1,500"	"Rochester Institute of Technology"	"Rochester, NY"	"Rochester, NY"	104	34736	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Rochester Institute of Technology"	"Computer Science"	"19500"	"0.91"	"2020-2021"	"4th"	NA	NA	"$20,000"	NA	"$500"	"Rochester Institute of Technology"	"Rochester, NY"	"Rochester, NY"	104	34736	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Southern Methodist University"	"Computer Science"	"24000"	"1.11"	"2022-2023"	"1st"	"2k/months, Health Insurance is awarded. Still too little compared with Hongkong."	"$24,000"	NA	NA	NA	"Southern Methodist University"	"Dallas, TX"	"Dallas-Fort Worth-Arlington, TX"	64	35422.4	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Syracuse University"	"Computer Science"	"20366"	"0.95"	"2020-2021"	"1st"	NA	NA	"$20,366"	NA	NA	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	54	34028.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Temple University"	"Computer Science"	"26300"	"1.09"	"2020-2021"	"5th"	NA	"$27,000"	NA	NA	"$700"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Texas Tech University"	"Computer Science"	"25000"	"1.23"	"2020-2021"	"2nd"	"Insurance paid by students. After all pay I get 2150/month."	"$29,000"	NA	NA	"$4,000"	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	218	30409.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Texas Tech University"	"Computer Science"	"29000"	"1.43"	"2020-2021"	"2nd"	NA	"$29,000"	NA	NA	NA	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	218	30409.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"Texas Tech University"	"Computer Science"	"30500"	"1.50"	"2022-2023"	"3rd"	"34000 gross pays for engineering program, 3500 need to pay for insurance."	"$34,000"	NA	NA	"$3,500"	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	218	30409.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Arizona"	"Computer Science"	"23200"	"1.12"	"2019-2020"	"4th"	"The amounts mentioned are estimates. 9 months pay is at 0.50 FTE, either from TA or RA (GA). Summer <span class=\"\"truncated\"\"> pay is not confirmed and may come from summer teaching or RA. Salary increases about 5% after Comprehensive Exam. Required fees include: mandatory fee for fall+spring semesters and international student services fees.</span>"	NA	"$18,500"	"$6,000"	"$1,300"	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	117	32156.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Arkansas - Little Rock"	"Computer Science"	"18000"	"0.86"	"2020-2021"	"1st"	NA	"$18,000"	NA	NA	NA	"University of Arkansas--Little Rock"	"Little Rock, AR"	"Little Rock-North Little Rock-Conway, AR"	NA	33571.2	12875.2	0.0623560535325243	0
"Computer Science"	"Engineering and Computing"	"University of California - Los Angeles"	"Computer Science"	"31400"	"1.21"	"2022-2023"	"4th"	NA	"$32,000"	NA	NA	"$600"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Computer Science"	"Engineering and Computing"	"University of California - Riverside"	"Computer Science"	"25000"	"1.04"	"2017-2018"	"1st"	NA	"$25,000"	NA	NA	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Computer Science"	"Engineering and Computing"	"University of California - Riverside"	"Computer Science"	"24000"	"1.00"	"2020-2021"	NA	NA	"$24,000"	NA	NA	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Computer Science"	"Engineering and Computing"	"University of California - Riverside"	"Computer Science"	"28444"	"1.18"	"2020-2021"	"1st"	NA	NA	"$22,000"	"$6,444"	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Computer Science"	"Engineering and Computing"	"University of California - Riverside"	"Computer Science"	"27968"	"1.16"	"2022-2023"	"2nd"	NA	"$28,892"	NA	NA	"$924"	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Computer Science"	"Engineering and Computing"	"University of California - Riverside"	"Computer Science"	"24444"	"1.01"	"2021-2022"	"1st"	"Deans Fellowship award"	NA	"$18,000"	"$6,444"	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Computer Science"	"Engineering and Computing"	"University of California - Santa Barbara"	"Computer Science"	"29173"	"1.11"	"2022-2023"	"1st"	"Academic Excellence Fellowship - one time $2000 stipend, and health insurance"	NA	"$27,173"	"$2,000"	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Computer Science"	"Engineering and Computing"	"University of California - Santa Barbara"	"Computer Science"	"27000"	"1.03"	"2022-2023"	"2nd"	NA	"$27,000"	NA	NA	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Computer Science"	"Engineering and Computing"	"University of California - Santa Cruz"	"Computer Science"	"24000"	"0.94"	"2014-2015"	"1st"	"Fellowship stipend. Cost of living is very high in Santa Cruz. My partner and I share a 1 bedroom <span class=\"\"truncated\"\"> for $1425/month.</span>"	NA	"$21,000"	"$3,000"	NA	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	84	54579.2	12875.2	0.0606106106106106	0
"Computer Science"	"Engineering and Computing"	"University of Central Florida"	"Computer Science"	"22000"	"0.95"	"2017-2018"	"1st"	NA	"$22,000"	NA	NA	NA	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	166	36628.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Central Florida"	"Computer Science"	"12000"	"0.52"	"2018-2019"	"2nd"	"Have had payment amount cut by half sporadically throughout year. Wouldn&#39;t recommend."	"$18,000"	NA	NA	"$6,000"	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	166	36628.8	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"36000"	"1.48"	"2019-2020"	"1st"	NA	"$36,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"36000"	"1.48"	"2020-2021"	NA	NA	"$36,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"36000"	"1.48"	"2020-2021"	"4th"	NA	"$36,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"40000"	"1.65"	"2020-2021"	"1st"	NA	"$40,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"38000"	"1.57"	"2021-2022"	"1st"	"Tuition is free, healthcare is paid for by University directly ($4000 / year)."	"$38,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"38000"	"1.57"	"2022-2023"	"1st"	NA	"$38,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Chicago"	"Computer Science"	"39540"	"1.63"	"2022-2023"	"3rd"	NA	"$39,540"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Computer Science"	"Engineering and Computing"	"University of Colorado - Boulder"	"Computer Science"	"27393"	"1.07"	"2018-2019"	"1st"	"Based on AY 2018-2019 rates, your stipend for this appointment is estimated to be $24,649.00 for <span class=\"\"truncated\"\"> the nine month academic year added with a 4,000 Departmental Fellowship (only first year)</span>"	NA	"$24,649"	"$4,000"	"$1,256"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	104	42286.4	12875.2	0.0315860215053764	0
"Computer Science"	"Engineering and Computing"	"University of Colorado - Boulder"	"Computer Science"	"31000"	"1.22"	"2018-2019"	"4th"	NA	"$33,000"	NA	NA	"$2,000"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	104	42286.4	12875.2	0.0315860215053764	0
